instructor,title,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,description,platform
IBM,Data Engineering Foundations,"{"" Data Management"","" Python Programming"","" Databases"","" Data Structures"","" Data Engineering"","" Database Application"","" SQL"","" Database Administration"","" Database Design"","" Extract"","" Transform"","" Load"","" Computer Programming"","" Data Architecture"","" Database Theory"","" Data Mining"","" Data Model"","" Data Analysis"","" Leadership and Management"","" Computational Thinking"","" Data Warehousing"","" PostgreSQL"","" Big Data"","" IBM Cloud"","" Network Security"","" NoSQL"","" Cloud Computing"","" Data Science""}",4.6,45.1k,Beginner , Specialization ,90.0,False,"Data Engineering Foundations by IBM is a beginner-level online program designed to teach key skills such as Data Management, Python Programming, Databases, Data Structures, Data Engineering, Database Application, SQL, Database Administration, Database Design, Extract, Transform, Load, Computer Programming, Data Architecture, Database Theory, Data Mining, Data Model, Data Analysis, Leadership and Management, Computational Thinking, Data Warehousing, PostgreSQL, Big Data, IBM Cloud, Network Security, NoSQL, Cloud Computing, Data Science. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,IBM Back-End Development,"{"" Application Development"","" Software Engineering"","" Python Programming"","" Computer Programming"","" Software Architecture"","" DevOps"","" Software Engineering Tools"","" Cloud Applications"","" Cloud Computing"","" Security Engineering"","" Programming Principles"","" Web Development"","" Cloud Infrastructure"","" Cloud-Based Integration"","" Microarchitecture"","" Agile Software Development"","" Communication"","" IBM Cloud"","" Kubernetes"","" Software Security"","" Data Management"","" Database Application"","" Databases"","" Docker (Software)"","" Linux"","" Product Management"","" SQL"","" Software-Defined Networking"","" Collaboration"","" Django (Web Framework)"","" Leadership and Management"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36.7k,Beginner , Professional Certificate ,90.0,False,"IBM Back-End Development by IBM is a beginner-level online program designed to teach key skills such as Application Development, Software Engineering, Python Programming, Computer Programming, Software Architecture, DevOps, Software Engineering Tools, Cloud Applications, Cloud Computing, Security Engineering, Programming Principles, Web Development, Cloud Infrastructure, Cloud-Based Integration, Microarchitecture, Agile Software Development, Communication, IBM Cloud, Kubernetes, Software Security, Data Management, Database Application, Databases, Docker (Software), Linux, Product Management, SQL, Software-Defined Networking, Collaboration, Django (Web Framework), Leadership and Management, Data Analysis, Mergers & Acquisitions. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Applied Data Science,"{"" Python Programming"","" Data Visualization"","" Statistical Programming"","" Data Analysis"","" Machine Learning"","" Statistical Visualization"","" Plot (Graphics)"","" Algorithms"","" Computer Programming"","" Data Science"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression""}",4.6,48.5k,Beginner , Specialization ,90.0,True,"Applied Data Science by IBM is a beginner-level online program designed to teach key skills such as Python Programming, Data Visualization, Statistical Programming, Data Analysis, Machine Learning, Statistical Visualization, Plot (Graphics), Algorithms, Computer Programming, Data Science, Exploratory Data Analysis, General Statistics, Machine Learning Algorithms, Probability & Statistics, Regression. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,IBM Applied AI,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Python Programming"","" Cloud Computing"","" Computer Vision"","" Human Learning"","" IBM Cloud"","" Applied Machine Learning"","" Algorithms"","" Cloud API"","" Machine Learning Software"","" Natural Language Processing"","" Human Computer Interaction"","" Computer Programming"","" Cloud Applications"","" Computer Programming Tools"","" Application Development"","" Visualization (Computer Graphics)"","" Data Analysis"","" Software As A Service"","" User Experience Design"","" Data Science""}",4.6,46.2k,Beginner , Professional Certificate ,90.0,False,"IBM Applied AI by IBM is a beginner-level online program designed to teach key skills such as Machine Learning, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Python Programming, Cloud Computing, Computer Vision, Human Learning, IBM Cloud, Applied Machine Learning, Algorithms, Cloud API, Machine Learning Software, Natural Language Processing, Human Computer Interaction, Computer Programming, Cloud Applications, Computer Programming Tools, Application Development, Visualization (Computer Graphics), Data Analysis, Software As A Service, User Experience Design, Data Science. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Macquarie University,Excel Skills for Business,"{"" Spreadsheet Software"","" Business Analysis"","" Microsoft Excel"","" Data Analysis"","" Plot (Graphics)"","" Data Visualization"","" Data Model"","" Databases"","" Finance"","" Leadership and Management""}",4.9,59k,Beginner , Specialization ,90.0,False,"Excel Skills for Business by Macquarie University is a beginner-level online program designed to teach key skills such as Spreadsheet Software, Business Analysis, Microsoft Excel, Data Analysis, Plot (Graphics), Data Visualization, Data Model, Databases, Finance, Leadership and Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Applied Software Engineering Fundamentals,"{"" Python Programming"","" Computer Programming"","" Software Engineering"","" Application Development"","" Programming Principles"","" Software Architecture"","" Software Engineering Tools"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Collaboration"","" Leadership and Management"","" Linux"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36k,Beginner , Specialization ,90.0,False,"Applied Software Engineering Fundamentals by IBM is a beginner-level online program designed to teach key skills such as Python Programming, Computer Programming, Software Engineering, Application Development, Programming Principles, Software Architecture, Software Engineering Tools, Agile Software Development, Communication, Product Management, Software-Defined Networking, Collaboration, Leadership and Management, Linux, Data Analysis, Mergers & Acquisitions. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
DeepLearning.AI,Generative AI with Large Language Models,"{"" Machine Learning"","" Natural Language Processing"","" Python Programming""}",4.8,1.3k,Intermediate , Course ,25.0,False,"Generative AI with Large Language Models by DeepLearning.AI is a intermediate-level online program designed to teach key skills such as Machine Learning, Natural Language Processing, Python Programming. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Google Advanced Data Analytics,"{"" Communication"","" Computer Programming"","" Data Analysis"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning"","" Planning"","" Probability Distribution"","" Project Management"","" Python Programming"","" Regression"","" Statistical Analysis"","" Tableau Software""}",4.7,2.2k,Advanced , Professional Certificate ,90.0,False,"Google Advanced Data Analytics by Google is a advanced-level online program designed to teach key skills such as Communication, Computer Programming, Data Analysis, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression, Statistical Analysis, Tableau Software. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,"DevOps, Cloud, and Agile Foundations","{"" DevOps"","" Cloud Computing"","" Software Engineering"","" Agile Software Development"","" Continuous Delivery"","" Continuous Integration"","" Scrum (Software Development)"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" IBM Cloud"","" Leadership and Management""}",4.7,7.7k,Beginner , Specialization ,90.0,False,"DevOps, Cloud, and Agile Foundations by IBM is a beginner-level online program designed to teach key skills such as DevOps, Cloud Computing, Software Engineering, Agile Software Development, Continuous Delivery, Continuous Integration, Scrum (Software Development), Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, IBM Cloud, Leadership and Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Meta,Meta Front-End Developer,"{"" HTML and CSS"","" Javascript"","" Front-End Web Development"","" React (web framework)"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Web Design"","" Application Development"","" Computer Programming"","" Software Engineering"","" Web Development Tools"","" Collaboration"","" Communication"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" Software Engineering Tools"","" Software Testing""}",4.7,14.7k,Beginner , Professional Certificate ,90.0,False,"Meta Front-End Developer by Meta is a beginner-level online program designed to teach key skills such as HTML and CSS, Javascript, Front-End Web Development, React (web framework), Web Development, User Experience, Algorithms, Computer Science, Web Design, Application Development, Computer Programming, Software Engineering, Web Development Tools, Collaboration, Communication, Data Structures, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Engineering Tools, Software Testing. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Cloud Application Development Foundations,"{"" Cloud Computing"","" Cloud Applications"","" IBM Cloud"","" Javascript"","" Cloud Infrastructure"","" Cloud Platforms"","" DevOps"","" Cloud Management"","" Computer Programming"","" Web Development"","" Cloud API"","" Continuous Integration"","" Cloud Storage"","" Software As A Service"","" Continuous Delivery"","" Web Development Tools"","" NoSQL"","" Computer Science"","" React (web framework)""}",4.6,6.1k,Beginner , Specialization ,90.0,False,"Cloud Application Development Foundations by IBM is a beginner-level online program designed to teach key skills such as Cloud Computing, Cloud Applications, IBM Cloud, Javascript, Cloud Infrastructure, Cloud Platforms, DevOps, Cloud Management, Computer Programming, Web Development, Cloud API, Continuous Integration, Cloud Storage, Software As A Service, Continuous Delivery, Web Development Tools, NoSQL, Computer Science, React (web framework). The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Foundations of Project Management,"{"" Project Management"","" Strategy and Operations"","" Business Communication"","" Change Management"","" Organizational Development"","" Communication"","" Culture"","" Emotional Intelligence"","" Influencing"","" Leadership and Management"","" People Management"","" Planning""}",4.9,73.7k,Beginner , Course ,25.0,False,"Foundations of Project Management by Google is a beginner-level online program designed to teach key skills such as Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Foundations of Cybersecurity,"{"" Linux"","" Computer Programming"","" Leadership and Management"","" SQL""}",4.9,11.8k,Beginner , Course ,25.0,False,"Foundations of Cybersecurity by Google is a beginner-level online program designed to teach key skills such as Linux, Computer Programming, Leadership and Management, SQL. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,IBM IT Support,"{"" Customer Success"","" Cloud Computing"","" Computer Networking"","" Strategy and Operations"","" Operating Systems"","" Cloud Storage"","" Cloud Applications"","" Leadership and Management"","" System Security"","" Customer Support"","" Communication"","" Computer Programming"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Cryptography"","" IBM Cloud"","" Information Technology"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6.6k,Beginner , Professional Certificate ,90.0,False,"IBM IT Support by IBM is a beginner-level online program designed to teach key skills such as Customer Success, Cloud Computing, Computer Networking, Strategy and Operations, Operating Systems, Cloud Storage, Cloud Applications, Leadership and Management, System Security, Customer Support, Communication, Computer Programming, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Cryptography, IBM Cloud, Information Technology, Network Architecture, Network Security, Security Engineering, Software Engineering. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,"Foundations: Data, Data, Everywhere","{"" Data Analysis"","" SQL"","" Data Visualization"","" Business Analysis"","" Spreadsheet Software"","" Data Science"","" Databases"","" Microsoft Excel""}",4.8,93.9k,Beginner , Course ,40.0,False,"Foundations: Data, Data, Everywhere by Google is a beginner-level online program designed to teach key skills such as Data Analysis, SQL, Data Visualization, Business Analysis, Spreadsheet Software, Data Science, Databases, Microsoft Excel. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
SkillUp EdTech,IBM IT Project Manager,"{"" Software Engineering"","" Agile Software Development"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Communication"","" Cloud Applications"","" Product Management"","" Scrum (Software Development)"","" Software-Defined Networking"","" Leadership and Management"","" Project Management"","" Cloud Computing"","" IBM Cloud"","" Information Technology"","" Operating Systems"","" Python Programming"","" Risk Management""}",4.8,2.4k,Beginner , Professional Certificate ,90.0,False,"IBM IT Project Manager by SkillUp EdTech is a beginner-level online program designed to teach key skills such as Software Engineering, Agile Software Development, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Communication, Cloud Applications, Product Management, Scrum (Software Development), Software-Defined Networking, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming, Risk Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
